Node ID,Degree,Modularity class,Betweenness centrality,Closeness centrality
"Koo, S.",1,5,0,0.2531
"McLaughlin, James R.",1,5,0,0.2531
"McMillan, John E.",2,5,0,0.253512
"Simms, John C.",1,5,0,0.2531
"Sprinkle, H. D.",1,5,0,0.2531
"Young, Gail S., Jr.",2,5,0,0.253512
"Danskin, John M., Jr.",1,5,0,0.253145
"Fine, Nathan J.",2,5,0,0.253467
"Jerison, Meyer",2,5,0,0.253373
"Kohls, Carl W.",1,5,0,0.253145
"Belna, Charles L.",3,5,0,0.253439
"Berman, Robert D.",1,5,0,0.253384
"Cohn, William S.",1,5,0,0.253384
"Collingwood, Edward F.",1,5,0,0.253384
"Colwell, Peter",3,5,0,0.253439
"Cowling, Vincent F.",1,5,0,0.253384
"Lohwater, Arthur J.",2,8,0.000001,0.253618
"Marx, Imanuel",1,5,0,0.253384
"McLaughlin, Renate",1,5,0,0.253384
"Nishiura, Togo",2,5,0.000001,0.253914
"Rudin, Walter",3,5,0.000006,0.25563
"Stephenson, Kenneth",1,5,0,0.253384
"Thron, Wolfgang Joseph",1,5,0,0.253384
"Titus, Charles J.",1,5,0,0.253384
"Weitsman, Allen Whitney",3,8,0.000003,0.254328
"Davison, B.",1,8,0,0.253117
"Galbraith, Alan Stuart",1,8,0,0.253117
"Kushneriuk, Steve Alexander",1,8,0,0.253117
"Marshak, Robert Eugene",1,8,0,0.253117
"Placzek, George",1,8,0,0.253117
"Szasz, Otto",1,8,0,0.253117
"Bessenrodt, Christine",1,3,0,0.255071
"Broughan, Kevin A.",4,3,0.000005,0.258658
"Chantal, David",1,3,0,0.255071
"Cojocaru, Alina Carmen",3,3,0.000014,0.258768
"David, Chantal",1,3,0,0.255071
"Harman, Glyn",2,3,0.000002,0.256786
"McGraw, William J.",1,3,0,0.255071
"Olsson, Jorn Borling",1,3,0,0.255071
"Shakan, George",1,3,0,0.255071
"Allouche, Jean-Paul",4,3,0.000017,0.258989
"Antoch, Jaromir",1,3,0,0.25592
"Cherly, Jorgen",1,3,0,0.25592
"Cohen, Henri",2,3,0.000005,0.257935
"Delmer, Francine",1,3,0,0.25592
"Dress, Francois",3,9,0.000002,0.256923
"Effinger, Gove W.",1,3,0,0.25592
"Grekos, Georges",4,9,0.000012,0.257416
"Hajj-Diab, Ahmad",1,3,0,0.25592
"Hassani, Mehdi",1,3,0,0.25592
"Kamae, Teturo",2,3,0,0.256028
"Kawada, Koichi",1,3,0,0.25592
"Koyanagi, Tadahiro",1,3,0,0.25592
"Landreau, Bernard",2,9,0.000001,0.255982
"Martinet, Jacques",1,3,0,0.25592
"Morgenbesser, Johannes F.",2,3,0.000005,0.257935
"Phillips, Ralph S.",1,3,0,0.25592
"Plagne, Alain",2,10,0,0.2567
"Prakash, Gyan^1",1,3,0,0.25592
"Purnaba, I. Gusti Putu",1,3,0,0.25592
"Saouter, Yannick",1,3,0,0.25592
"Sarnak, Peter C.",1,3,0,0.25592
Sutanto,1,3,0,0.25592
"Zinoviev, Dmitrii V.",1,3,0,0.25592
"Csikvari, Peter",1,10,0,0.257164
"Daboussi, Hedi",2,10,0.000002,0.257681
"David, G.",1,10,0,0.257164
"Elbert, Arpad",1,10,0,0.257164
"Louboutin, Stephane R.",1,10,0,0.257164
"Michel, Philippe Gabriel",2,10,0.000001,0.257963
"Mosaki, Elie",2,3,0,0.257883
"Petho, Attila",3,10,0.00001,0.25871
"Winterhof, Arne",2,10,0.000004,0.259982
"Ammari, Kais",1,3,0,0.255076
"Bingham, Nicholas H.",1,3,0,0.255076
"Delange, Hubert",2,3,0,0.255784
"Hanrot, Guillaume",2,3,0.000001,0.257204
"Kerner, Sebastien",1,3,0,0.255076
"Lachand, Armand",1,3,0,0.255076
"Lau, Yuk-Kam",1,3,0,0.255076
"Marie-Jeanne, F.",1,3,0,0.255076
"Mendes France, Michel",3,3,0.000013,0.258507
"Meyer, Jacques Rene",1,3,0,0.255076
"Nair, Mohan",1,3,0,0.255076
"Ramdani, Karim",1,3,0,0.255076
"Raouj, Abdelaziz",1,3,0,0.255076
"Robert, Olivier",2,3,0,0.255647
"Stef, Andre",1,3,0,0.255076
"Takahashi, Takeo",1,3,0,0.255076
"Toulmonde, Vincent",1,3,0,0.255076
"Tucsnak, Marius",1,3,0,0.255076
"Wu, Jie^1",2,3,0,0.255347
"Yokota, Hishashi",1,3,0,0.255076
"Zimmermann, Paul",4,3,0.000017,0.258154
"Batman, Don",1,10,0,0.254502
"Bottema, Oene",1,10,0,0.254502
"Bracken, Paul Francis",1,10,0,0.254502
"Carroll, C. E.",1,10,0,0.254502
"Chakerian, Gulbank D.",2,10,0.000002,0.254665
"Eustice, Dan J.",2,5,0.000001,0.254721
"Fishman, R. S.",1,10,0,0.254502
"Frucht, Roberto Wertheimer",2,10,0.000023,0.26808
"Gaskell, R. W.",1,10,0,0.254502
"Glasser, M. Lawrence",1,10,0,0.254502
"Janic, Radovan R.",1,10,0,0.254502
"Lewis, Ted",1,10,0,0.254502
"Murty, Vedula N.",1,10,0,0.254502
"Nash, David",1,10,0,0.254502
"Pecaric, Josip E.",1,10,0,0.254502
"Reid, James L.",1,10,0,0.254502
"Rhemtulla, Akbar Hussein",1,10,0,0.254502
"Rousseau, Celia K.",2,10,0,0.258339
"Schlesinger, Ernest C.",1,10,0,0.254502
"Tsintsifas, George A.",1,10,0,0.254502
"Watson, Peter James Scott",1,10,0,0.254502
"Witczynski, Krzysztof",1,10,0,0.254502
"Zeitlin, David",1,10,0,0.254502
"Brown, John Wesley",1,3,0,0.254536
"Datskovsky, Boris A.",1,3,0,0.254536
"Duquette, Alfred L.",1,3,0,0.254536
"Grosswald, Emil",3,3,0.000007,0.256775
"Hall, Richard S.",1,3,0,0.254536
"Horn, Roger A.",1,3,0,0.254536
"Kloss, Kenneth E.",1,3,0,0.254536
"Knopp, Marvin Isadore",3,2,0.000002,0.254806
"Kohlbecker, Eugene E.",1,3,0,0.254536
"Low, Marc E.",1,3,0,0.254536
"Stemmler, Rosemarie M.",1,3,0,0.254536
"Tull, Jack P.",1,3,0,0.254536
"Woods, Alan R.",1,3,0,0.254536
"Albrecht, Felix",1,3,0,0.25416
"Bradley, David M.",1,3,0,0.25416
"McCurley, Kevin S.",1,3,0,0.25416
"Rhoads, Dennis Lynn",1,3,0,0.25416
"Richert, Hans-Egon",2,3,0.000003,0.257238
"Steinig, John",1,3,0,0.25416
"Vorhauer, Ulrike Magdalena Anna",2,3,0,0.255715
"Zhang, Wen Bin^1",1,3,0,0.25416
"Deutsch, Emeric",1,10,0,0.254502
"Schwarz, Wolfgang Karl",5,10,0.000005,0.255965
"Spilker, Jurgen",1,10,0,0.254502
"Apfelbaum, Roel",1,10,0,0.254401
"Blakley, G. Robert",3,10,0.000009,0.256381
"Burton, Geoffrey R.",1,10,0,0.254401
"Lund, Ben D.",1,10,0,0.254401
"Purdy, Carla Neaderhouser",1,10,0,0.254401
"Smith, Justin W.",1,10,0,0.254401
"Strommer, Thomas O.",1,10,0,0.254401
"Terras, Audrey Anne",1,10,0,0.254401
"Terras, Riho",1,10,0,0.254401
"Blair, William D.",2,3,0,0.254935
"Cohen, Frederick R.",1,3,0,0.254924
"Eggan, Larry C.",3,3,0.000031,0.268667
"Eggan, Peter C.",1,3,0,0.254924
"Howie, John Mackintosh",1,3,0,0.254924
"Hurwitz, Alexander",1,3,0,0.254924
"Lander, Leon J.",1,3,0,0.254924
"Lehmer, Emma",2,3,0,0.256011
"Lin, Cantian",1,3,0,0.254924
"McCallum, Michael",2,3,0,0.25498
"Miller, Raymond E.",1,3,0,0.254924
"Nicol, Charles A.",3,3,0,0.254992
"Parkin, Thomas R.",1,3,0,0.254924
"Shiue, Peter Jau-Shyong",5,3,0.000013,0.258565
"Tuckerman, Bryant",3,3,0,0.256233
"Vandiver, Harry Schultz",1,3,0,0.254924
"Wunderlich, Marvin C.",2,3,0,0.257935
"Beresnevich, Victor V.",1,3,0,0.254188
"Cassels, John William Scott",4,3,0.000006,0.257935
"Goldston, Daniel Alan",3,3,0.000001,0.256147
"Guloglu, Ahmet Muhtar",1,3,0,0.254188
"Huang, Jing Jing^2",1,3,0,0.254188
"Nandi, Asoke Kumar",1,3,0,0.254188
"Pollington, Andrew Douglas",2,10,0,0.25425
"Roth, Klaus Friedrich",3,3,0.000002,0.257468
"Velani, Sanju L.",1,3,0,0.254188
"Weis, Kevin L.",1,3,0,0.254188
"Baillie, Robert",1,3,0,0.254166
"Bashar, Mohd A.",1,3,0,0.254166
"Bertino, Elisa",1,3,0,0.254166
"Dodson, Bruce A.",2,3,0,0.256011
"Elkenbracht-Huizing, R.-Marije",2,3,0,0.256011
"Gower, Jason E.",1,3,0,0.254166
"Krishnan, Ganesh",1,3,0,0.254166
"Kuhn, Markus G.",1,3,0,0.254166
"Leyland, Paul C.",2,3,0,0.256011
"Mohajeri, Javad",1,3,0,0.254166
"Moreno, Carlos Julio",3,10,0.000003,0.255693
"Muffett, Alec",2,3,0,0.256011
"Nahm, Sangil",2,3,0,0.256011
"Salmasizadeh, Mahmoud",1,3,0,0.254166
"Shang, Ning",1,3,0,0.254166
"Shanks, Daniel C.",2,3,0.000002,0.257537
"Silverman, Robert D.",3,3,0,0.256832
"Spafford, Eugene H.",1,3,0,0.254166
"Tanner, Jonathan W.",1,3,0,0.254166
"Wackerbarth, Richard K.",2,3,0,0.256011
"Dordal, Peter Lars",1,5,0,0.254553
"Hejduk, Jacek",1,5,0,0.254553
"Henle, James M.",2,5,0.000001,0.255105
"Kleinberg, Eugene M.",1,5,0,0.254553
"Reinhardt, William N.",1,5,0,0.254553
"Tall, Franklin D.",2,5,0.000001,0.255461
"van Douwen, Eric Karel",3,5,0.000003,0.25563
"Wagon, Stanley",3,5,0.000002,0.256855
"Weese, Martin",1,5,0,0.254553
"Chang, Theodore",1,5,0,0.254626
"Hesse, G.",1,5,0,0.254626
"Horn, Alfred",2,5,0.000002,0.254896
"Jonsson, Bjarni",2,5,0.000002,0.254896
"Muraz, Gilbert L.",1,5,0,0.254626
"Rukhin, Andrew L.",1,5,0,0.254626
"Scheepers, Marion",1,5,0,0.254626
"Shore, Samuel D.",1,5,0,0.254626
"Szeptycki, Pawel",1,5,0,0.254626
"Telgarsky, Rastislav",1,5,0,0.254626
"Wolfsdorf, Kurt",1,5,0,0.254626
"Blackburn, John E.",1,5,0,0.253033
"Brunker, Don",1,5,0,0.253033
"Chan, Wing Man",1,5,0,0.253033
"Crapo, Henry H.",1,5,0,0.253033
"de Witte, Paul",1,5,0,0.253033
"Handelman, David E.",1,5,0,0.253033
"Lawrence, John W.",2,5,0.000007,0.25686
"Lenihan, Bill",1,5,0,0.253033
"Rowe, Keith A.",1,5,0,0.253033
"Darby, Carl",1,10,0,0.254975
"Barbanel, Julius B.",1,5,0,0.253328
"Brams, Steven J.",2,5,0.000003,0.258339
"Hardin, Christopher S.",1,5,0,0.253328
"Pelletier, Donald H.",2,5,0.000002,0.254323
"Srivastava, Nikhil",1,5,0,0.253328
"Young, Stephen Charles",1,5,0,0.253328
"Zwicker, William Seymour",1,5,0,0.253328
"Brown, David Edward^2",1,10,0,0.253668
"Cheon, Gi-Sang",1,10,0,0.253668
"Coster, Daniel C.",1,10,0,0.253668
"Cummings, Larry J.",4,10,0.000017,0.258455
"de Gopi, B. C.",3,10,0,0.257261
"Gregory, David A.",3,10,0,0.257261
"Guterman, Alexander E.",1,10,0,0.253668
"Heo, Seong-Hee",1,10,0,0.253668
"Hernandez Encinas, Luis",1,10,0,0.253668
"Jun, Young Bae",1,10,0,0.253668
"Kang, Kyung-Tae",1,10,0,0.253668
"Kim, An-Hyun",1,10,0,0.253668
"Kirkland, Stephen J.",3,10,0,0.257261
"Laffey, Thomas J.",1,10,0,0.253668
"Lee, Gwang-Yeon",1,10,0,0.253668
"Lee, Sang-Gu",1,10,0,0.253668
"Lee, Woo Young",1,10,0,0.253668
"Lee, You-Ho",1,10,0,0.253668
"Li, Chi-Kwong",1,10,0,0.253668
"Loewy, Raphael",1,10,0,0.253668
"Monson, Sylvia D.",2,10,0,0.254851
"Moon, Byung Soo",1,10,0,0.253668
"Mousley, Sarah",1,10,0,0.253668
"Neal, Cora L.",1,10,0,0.253668
"Park, Se-Won",1,10,0,0.253668
"Pierce, Stephen J.",1,10,0,0.253668
"Sarma, Bhaba Kumar",1,10,0,0.253668
"Scully, Daniel J.",1,10,0,0.253668
"Seol, Han-Guk",1,10,0,0.253668
"Song, Seok-Zun",1,10,0,0.253668
"Stuart, Jeffrey L.",1,10,0,0.253668
"Sze, Nung-Sing",1,10,0,0.253668
"Ye, Shumin",1,10,0,0.253668
"Yi, Sucheol",1,10,0,0.253668
"Zhu, Zewen",1,10,0,0.253668
"Ablow, Clarence M.",1,10,0,0.253757
"Alzer, Horst",1,10,0,0.253757
"Bearman, Jacob E.",1,10,0,0.253757
"Brenner, Charles",1,10,0,0.253757
"Brown, B. W., Jr.",1,10,0,0.253757
"Carlson, Bille Chandler",1,10,0,0.253757
"Charnow, Allen K.",1,10,0,0.253757
"Cooke, Kenneth L.",1,10,0,0.253757
"Cranwell,  Robert Myrl",1,10,0,0.253757
"D'Esopo, D. A.",1,10,0,0.253757
"de Pillis, John E.",1,10,0,0.253757
"DeLaRue, E. Loh",1,10,0,0.253757
"Foster, Lorraine L. T.",1,10,0,0.253757
"Fowler, A. G.",1,10,0,0.253757
"Fulton, R.",1,10,0,0.253757
"Hiester, N. K.",1,10,0,0.253757
"Johnson, O.",1,10,0,0.253757
"Latta, G. E.",1,10,0,0.253757
"Lim, M. J. S.",1,10,0,0.253757
"List, Rudy J.",1,10,0,0.253757
"Lyndon, Roger C.",1,10,0,0.253757
"Olesky, D. Dale",1,10,0,0.253757
"Randall, M.",1,10,0,0.253757
"Reitwiesner, George W.",1,10,0,0.253757
"Ruehr, Otto G.",1,10,0,0.253757
"Sherman, N.",1,10,0,0.253757
"Silberger, Donald M.",1,10,0,0.253757
"Srivastava, Hari Mohan",1,10,0,0.253757
"Wiegold, James",2,10,0,0.25383
"Henson, Teresa D.",1,10,0,0.256198
"Hughes, Ian G.",1,10,0,0.256198
"Lundgren, J. Richard",3,10,0.000011,0.269496
"Maybee, John S.",3,10,0.000011,0.269496
"Moorhouse, G. Eric",1,10,0,0.256198
"Radziszowski, Stanislaw P.",2,10,0.000001,0.260628
"Spence, Edward",2,10,0.000001,0.260628
"van Dam, Edwin R.",2,10,0,0.259619
"Wiseman, James A.",1,10,0,0.256198
"Donald, Alan",1,10,0,0.254418
"Geramita, Anthony V.",1,10,0,0.254418
"Geramita, Joan Muprhy",1,10,0,0.254418
"Mason, David W.",1,10,0,0.254418
"Merz, Sarah K.",1,10,0,0.254418
"Robinson, Peter J.",2,10,0.000001,0.257975
"Stanford, Miriam",1,10,0,0.254418
"Styan, George P. H.",2,10,0.000005,0.267347
"Cook, Roger J.",1,10,0,0.253328
"Rowlinson, Peter",1,10,0,0.253328
"Aubert, Karl Egil",1,10,0,0.2533
"Krogdahl, Stein",1,10,0,0.2533
"Trosborg, Peter J.",1,10,0,0.2533
"Aoki, Masahiko",1,10,0,0.257802
"Baker, Kirby A.",1,10,0,0.257802
"Bell, David E.",1,10,0,0.257802
"Burnashev, Marat V.",1,10,0,0.257802
"Campbell, Donald E.",1,10,0,0.257802
"Chipman, John S.",1,10,0,0.257802
"Costello, Daniel J., Jr.",1,10,0,0.257802
"Deb, Kalyanmoy",1,10,0,0.257802
"Doble, Christopher W.",1,10,0,0.257802
"Doignon, Jean-Paul",1,10,0,0.257802
"Doyle, Peter G.",2,3,0.000008,0.258716
"Duel-Hallen, Alexandra",1,10,0,0.257802
"Dyer, James S.",1,10,0,0.257802
"Edwards, Ward",1,10,0,0.257802
"Ewacha, Kevin",1,10,0,0.257802
"Farquhar, Peter H.",1,10,0,0.257802
"Ferejohn, John A.",1,10,0,0.257802
"Fiorini, Samuel",1,10,0,0.257802
"Keeney, Ralph Lyons",1,10,0,0.257802
"Kelly, Jerry Stewart",1,10,0,0.257802
"Kilgour, D. Marc",1,10,0,0.257802
"Kochenberger, Gary A.",1,10,0,0.257802
"Konishi, Hideo",1,10,0,0.257802
"Lavalle, Irving H.",1,10,0,0.257802
"Lee, Hikyu",1,10,0,0.257802
"Levy, Yannick",1,10,0,0.257802
"Little, John D. C.",1,10,0,0.257802
"Marcus-Roberts, Helen M.",1,10,0,0.257802
"Maskin, Eric S.",1,10,0,0.257802
"Monjardet, Bernard",1,10,0,0.257802
"Nakamura, Yutaka",1,10,0,0.257802
"Ord, J. Keith",1,10,0,0.257802
"Pekec, Aleksandar Sasa",1,10,0,0.257802
"Porter, R. Burr",1,10,0,0.257802
"Rabinovich, Alexander Moshe",1,10,0,0.257802
"Rabinovich, Asya",1,10,0,0.257802
"Reeds, James A.",1,10,0,0.257802
"Rosenthal, Robert W.",1,10,0,0.257802
"Rubinstein, Ariel",1,10,0,0.257802
"Sarin, Rakesh K.",1,10,0,0.257802
"Schwander, Peter",1,10,0,0.257802
"Steuer, Ralph E.",1,10,0,0.257802
"Straffin, Philip D., Jr.",1,10,0,0.257802
"Tanenbaum, Paul J.",1,10,0,0.257802
"Trenk, Ann N.",2,10,0.000008,0.261023
"Vanderbei, Robert Joseph",1,10,0,0.257802
"Wakker, Peter P.",1,10,0,0.257802
"Wallenius, Jyrki",1,10,0,0.257802
"Wei, Victor Keh-Wei",3,10,0.000001,0.268455
"Wright, Paul E.",1,10,0,0.257802
"Zionts, Stanley",1,10,0,0.257802
"Agarwal, Amit^1",1,10,0,0.266414
"Aingworth, Donald D.",1,10,0,0.266414
"Al-Wahabi, Kais",1,10,0,0.266414
"Anderson, Marlow",1,10,0,0.266414
"Arlinghaus, Sandra Lach",1,10,0,0.266414
"Arlinghaus, William C.",1,10,0,0.266414
"Asano, Takao",1,10,0,0.266414
"Aulicino, David",1,10,0,0.266414
"Balaban, Alexandru T.",4,3,0.000077,0.268592
"Bannerjee, Subhankar",1,10,0,0.266414
"Bari, Ruth Aaronson",1,10,0,0.266414
"Barnes, John Arundel",1,10,0,0.266414
"Battle, Joseph",1,10,0,0.266414
"Bauer, Douglas",3,10,0.00009,0.269956
"Bergstrand, Deborah",1,10,0,0.266414
"Blanchard, Peter Floodstrand",1,10,0,0.266414
"Boesch, Francis T.",1,10,0,0.266414
"Bosserman, Robert W.",1,10,0,0.266414
"Bouwsma, Ward D.",1,10,0,0.266414
"Campbell, Connie Maude",2,9,0,0.26708
"Carrington, Julie R.",1,10,0,0.266414
"Cartwright, Dorwin",1,10,0,0.266414
"Cater, Steven C.",2,10,0,0.267645
"Clark, Curtis",1,10,0,0.266414
"Cohen, Daniel E.",1,10,0,0.266414
"Copi, Irving M.",1,10,0,0.266414
"Dargen, Karen Casey",1,10,0,0.266414
"DeTemple, Duane W.",1,10,0,0.266414
"Dorfler, Willibald",1,10,0,0.266414
"Doty, Lynne L.",1,10,0,0.266414
"Durdan, Simon F.",1,10,0,0.266414
"Eitner, Paul G.",1,10,0,0.266414
"Erickson, Martin J.",1,10,0,0.266414
"Esser, Friedrich",1,10,0,0.266414
"Evans, J. W.",1,10,0,0.266414
"Farcasiu, D.",1,10,0,0.266414
"Farrell, Jeremiah",1,10,0,0.266414
"Ferrero, Daniela",1,10,0,0.266414
"Frieder, Ophir",2,10,0.000017,0.267452
"Gagliardi, Daniel",1,10,0,0.266414
"Gardner, Marianne Lepp",1,10,0,0.266414
"Gati, Georg",2,10,0,0.267645
"Goldner, Anita M.",1,10,0,0.266414
"Gross, Jonathan L.",2,10,0.000014,0.267446
"Gupta, Gopal",1,10,0,0.266414
"Gustafson, Karl E.",1,10,0,0.266414
"Hafner, Paul R.",1,10,0,0.266414
"Hage, Per",1,10,0,0.266414
"Havelock, Ronald",1,10,0,0.266414
"Hayes, John P.",1,10,0,0.266414
"Heidelberg, Ralph",1,10,0,0.266414
"Hentzel, Irvin Roy",1,10,0,0.266414
"Hill, Anthony P.",3,3,0.000003,0.267787
"Hodges, Kenneth",1,10,0,0.266414
"Hoede, Cornelis",1,10,0,0.266414
"Holzmann, Carlos A.",1,10,0,0.266414
"Hoover, Mark N.",1,10,0,0.266414
"Hsiao, David",1,10,0,0.266414
"Hsu, Lih Hsing",2,2,0,0.26868
"Iri, Masao",1,10,0,0.266414
"Jager, Sabine",1,10,0,0.266414
"James, Brent",1,10,0,0.266414
"Jennings, George",1,10,0,0.266414
"Jessop, Nicholas",1,10,0,0.266414
"Joyce, James",1,10,0,0.266414
"Kabell, Jerald A.",2,10,0,0.268517
"Kadlecek, David",1,10,0,0.266414
"Karabed, Razmik",1,10,0,0.266414
"Kauffman, Louis H.",1,10,0,0.266414
"Khurrum, Mohammed",1,10,0,0.266414
"Kim, Suh-Ryung",1,10,0,0.266414
"King, Clarence A.",1,10,0,0.266414
"Klein, Douglas J.",2,10,0.000015,0.267179
"Koda, Yasunori",1,10,0,0.266414
"Kodama, Yukihiro",1,10,0,0.266414
"Kolasinska, Elzbieta",1,10,0,0.266414
"Kommel, Helene J.",1,10,0,0.266414
"Kornprobst, Jean-Michel",1,10,0,0.266414
"Korzhik, Vladimir P.",2,10,0.000022,0.269257
"Kovacs, Peter^1",1,10,0,0.266414
"Krackhardt, David",1,10,0,0.266414
"Kreinovich, Vladik Ya.",3,10,0.000002,0.268548
"Kuklinski, Lisa",1,10,0,0.266414
"Lauri, Josef",1,10,0,0.266414
"Lawrencenko, Serge",1,10,0,0.266414
"Lawson, Linda Marie",2,10,0,0.267887
"Leary, Christopher C.",1,10,0,0.266414
"Leep, David",1,10,0,0.266414
"Lempel, Abraham",1,10,0,0.266414
"Lewinter, Martin",1,10,0,0.266414
"Lim, Meng-Hiot",1,10,0,0.266414
"Lindstrom, Bernt",1,10,0,0.266414
"Lipstein, Benjamin",1,10,0,0.266414
"Longpre, Luc",2,5,0,0.268467
"Loukakis, Emmanuel",1,10,0,0.266414
"Luckman, J.",1,10,0,0.266414
"Lynn, M. Stuart",1,10,0,0.266414
"Maddox, Randall B.",2,9,0,0.26708
"Malek, Miroslaw",1,10,0,0.266414
"Malle, Gunther",1,10,0,0.266414
"Malyshko, Vladimir V.",1,10,0,0.266414
"Melter, Robert A.",1,10,0,0.266414
"Mezey, Paul G.",1,10,0,0.266414
"Mihelich, Christopher C.",1,10,0,0.266414
"Milicic, Bojka",1,10,0,0.266414
"Miller, Arthur H.",1,10,0,0.266414
"Mokken, Robert J.",1,10,0,0.266414
"Morgana, Aurora",1,10,0,0.266414
"Nieminen, Juhani",1,10,0,0.266414
"Nikolopoulos, Stavros D.",1,10,0,0.266414
"Norman, Robert Z.",1,10,0,0.266414
"Nystuen, John",1,10,0,0.266414
"O'Brien, Gordon E.",1,10,0,0.266414
"Oeser, Oscar A.",1,10,0,0.266414
"Ostrand, Phillip A.",1,10,0,0.266414
"Paper, Herbert H.",1,10,0,0.266414
"Peterson, Gordon E.",1,10,0,0.266414
"Pickel, P. Fred",1,10,0,0.266414
"Piff, Mike J.",1,10,0,0.266414
"Plantholt, Michael J.",3,10,0.000013,0.269332
"Plochinski, Kenneth",1,10,0,0.266414
"Quintas, Louis V.",4,10,0.000029,0.269628
"Raghavachari, Balaji",1,10,0,0.266414
"Randolph, William",1,10,0,0.266414
"Ranjan, Desh",1,10,0,0.266414
"Reis, Rogerio",1,10,0,0.266414
"Riskin, Adrian",2,10,0,0.266494
"Robertson, Jack M.",1,10,0,0.266414
"Robinson, David Foster",1,10,0,0.266414
"Rockey, John",1,10,0,0.266414
"Rosen, Ronald H.",1,10,0,0.266414
"Ross, Ian C.",1,10,0,0.266414
"Sagan, Bruce Eli",3,3,0.000006,0.269452
"Saito, Nobuji",1,10,0,0.266414
"Satratzemi, Maria",1,10,0,0.266414
"Schmidt, Rudiger",1,10,0,0.266414
"Seemann, Markus",1,10,0,0.266414
"Simeone, Bruno (Buluno Ximoang)",2,10,0.000054,0.267502
"Simon, Jonathan",1,10,0,0.266414
"Slany, Wolfgang",1,10,0,0.266414
"Smith, Cedric Austen Bardell",6,5,0.000017,0.268962
"Storer, Thomas Frederick",1,10,0,0.266414
"Stout, Quentin F.",1,10,0,0.266414
"Stringer, John",1,10,0,0.266414
"Tindell, Ralph S.",1,10,0,0.266414
"Tomescu, Ioan",1,10,0,0.266414
"Trauth, Charles A., Jr.",1,10,0,0.266414
"Truzzi, Marcello",1,10,0,0.266414
"Tsouros, Constantine",1,10,0,0.266414
"Uhlenbeck, George E.",2,8,0.00005,0.267483
"Ullman, Daniel H.",2,10,0,0.268136
"Violin, Elizabeth C.",1,10,0,0.266414
"Walba, David",1,10,0,0.266414
"Weisbach, Morris S.",1,10,0,0.266414
"Weng, Fuliang",1,10,0,0.266414
"West, David H.",1,10,0,0.266414
"Westwick, Roy",2,3,0,0.266827
"White, Douglas R.",1,10,0,0.266414
"Widulski, William F.",1,10,0,0.266414
"Wiener, Janet",1,10,0,0.266414
"Wilcox, Gordon W.",1,10,0,0.266414
"Williamson, Ralph E.",1,10,0,0.266414
"Worley, Dale",1,10,0,0.266414
"Wu, Horng-Jyh",1,10,0,0.266414
"Wunsch, Donald C., II",1,10,0,0.266414
"Xu, Cheng De",1,10,0,0.266414
"Yan, Hong Sen",1,10,0,0.266414
"Yang, Shi Hui",1,10,0,0.266414
"Yellen, Jay E.",2,10,0.00001,0.266685
"Youngs, J. W. Theodore",2,3,0,0.267384
"Zetterstrom, Hans-Olov",1,10,0,0.266414
"Zhang, Nian",1,10,0,0.266414
"Zivkovic, Tomislav P.",1,10,0,0.266414
"Arnold, L. K.",1,2,0,0.252845
"McCabe, Bernard J.",1,2,0,0.252845
"Weisinger, James R.",2,2,0.000001,0.254648
"Arenas-Carmona, Luis",1,5,0,0.254704
"Beiglbock, Mathias",2,5,0,0.255138
"Berend, Daniel",2,5,0,0.255059
"del Junco, Andres",1,5,0,0.254704
"Downarowicz, Tomasz",2,5,0.000012,0.256438
"Fish, Alexander",1,5,0,0.254704
"Furstenberg, Hillel",2,5,0,0.255138
"Gorodnik, Alexander",1,5,0,0.254704
"Haland (Knutson), Inger Johanne",1,5,0,0.254704
"Host, Bernard",1,5,0,0.254704
"Kornfeld, Isaac",1,5,0,0.254704
"Kra, Bryna",2,5,0,0.255138
"Leibman, Alexander",1,5,0,0.254704
"Madritsch, Manfred G.",2,5,0,0.255059
"McCutcheon, Randall",2,5,0,0.255138
"Misiurewicz, Michal",2,5,0.000007,0.258223
"Mityagin, Boris S.",1,5,0,0.254704
"Parreau, Francois",1,5,0,0.254704
"Rosenblatt, Joseph Max",1,5,0,0.254704
"Rudolph, Daniel Jay",1,5,0,0.254704
"Senti, Samuel",1,5,0,0.254704
"Shapiro, Daniel B.",1,5,0,0.254704
"Son, Younghwan",2,5,0,0.255059
"Tao, Terence C.",2,10,0.000002,0.255568
"Tichy, Robert Franz",6,3,0.000021,0.257583
"Williams, Kendall",2,5,0,0.255138
"Zhang, Qing^2",1,5,0,0.254704
"Ziegler, Tamar D.",1,5,0,0.254704
"Adelman, Murray",1,5,0,0.256563
"Banakh, Taras O.",1,5,0,0.256563
"Bjorner, Nikolaj S.",1,5,0,0.256563
"Blair, David Lawrence",1,5,0,0.256563
"Braun, Gabor",1,5,0,0.256563
"Cenzer, Douglas A.",3,5,0.000027,0.258409
"Dershowitz, Nachum",3,5,0.000047,0.2623
"Di Nasso, Mauro",1,5,0,0.256563
"Dimitriou, Ioanna M.",1,5,0,0.256563
"Falcao, Linda",1,5,0,0.256563
"Forti, Marco",1,5,0,0.256563
"Hirst, Jeffry L.",1,5,0,0.256563
"Howard, Paul E.",2,4,0.000004,0.257353
"Hrusak, Michael",1,5,0,0.256563
"Hudis, Efim",1,5,0,0.256563
"Irwin, John M.",1,5,0,0.256563
